,Title,Company,Description,URL
10,"Machine Learning Engineer, - TikTok Search #JobsThatMatter",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications Bachelor degree or above in the field of computer science or a related technical discipline Must have relevant experience in search / recommendation Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-jobsthatmatter-10524065?jobId=jobstreet-sg-job-10524065&sectionRank=11&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
11,Machine Learning Engineer - Recommendation #WorkNow -- | #LetsGoToWork#Urgent,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning; Understand product objectives and machine learning techniques; improve model and recommendation strategy; Understand user behavior and apply ML algorithms to optimize content consumption and production experience; Understand content security strategy and apply ML algorithms to improve content audit process; Work with cross functional teams to grow ByteDance product in important regional markets. Qualifications: Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience; Solid experience with data structures or algorithms; Software development experience through hands on coding in a general purpose programming language; Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas; Strong communication and teamwork skills; Passion about technologies and solving challenging problems. Preferred Qualification: Minimum 3 years relevant work experience from a large-scale internet business TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-recommendation-worknow-%7C-letsgotowork-urgent-10520553?jobId=jobstreet-sg-job-10520553&sectionRank=12&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
12,"Machine Learning Engineer, TikTok Search -- | #JobsThatMatter #UrgentHire#LetsGetToWork| - #UrgentHire",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our Search Team is responsible for building and owning TikTok's search engine which provides our users the best search experience. On the TikTok Search Team, you’ll have the opportunity to build a full-stack search engine system and combine information retrieval technology with modern machine learning methods from related fields such as NLP, Computer Vision, Multimodal, and Recommender Systems. We embrace a culture of self-direction, intellectual curiosity, openness, and problem-solving. Responsibilities Optimize the searching quality to provide TikTok's users the best search experience Combine your understanding of product objectives and take full advantage of modern machine learning, NLP and Multimodal techniques to improve the search ranking algorithms, including query understanding, video understanding and various levels of result ranking. Qualifications Bachelor degree or above in the field of computer science or a related technical discipline Proficient coding skills and strong algorithm &amp; data structure using C++/Python/Java Experience in one or more of the following areas: NLP, Ranking, Ads, Search engine, Recommender System, and Machine Learning Effective communication and teamwork skills.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-search-%7C-jobsthatmatter-urgenthire-letsgettowork%7C-urgenthire-10527419?jobId=jobstreet-sg-job-10527419&sectionRank=13&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
13,"Machine Learning Engineer, Content Safety #Immediate",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; Solid experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-immediate-10523536?jobId=jobstreet-sg-job-10523536&sectionRank=14&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
14,Machine Learning Engineer - Content Safety #WorkNow | #Seekbetter,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-worknow-%7C-seekbetter-10524755?jobId=jobstreet-sg-job-10524755&sectionRank=15&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
15,"Machine Learning Engineer, Content Safety#UrgentHire #WorkNow #UrgentHire #JobsThatMatter",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; Solid experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-urgenthire-worknow-urgenthire-jobsthatmatter-10525695?jobId=jobstreet-sg-job-10525695&sectionRank=16&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
16,"Machine Learning Engineer - Content Safety, #URGENT - #WORKNOW*",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-urgent-worknow*-10524069?jobId=jobstreet-sg-job-10524069&sectionRank=17&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
17,"Machine Learning Engineer - Content Safety, #URGENT -#UrgentHire #WORKNOW*",TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video and live streaming. Our mission is to inspire creativity and bring joy. While fulfilling our mission, TikTok identifies trust and safety as a top priority and our team is dedicated to enhancing it. Our engineering team is responsible for developing state-of-the-art machine learning models and algorithms to protect our platform and users from the content and behaviors that violate community guidelines and related local regulations. With the continuous efforts from our team, TikTok is able to provide the best user experience and bring joy to everyone in the world. Build industry-leading content safety systems for TikTok; Develop highly-scalable classifiers, tools, models and algorithms leveraging cutting-edge machine learning, computer vision and data mining technologies; Understand product objectives and improve trust and safety strategy and model's performance; Work with cross-functional teams to protect TikTok globally. Qualifications Major in computer science or a related technical discipline; At least 3 years of experience in at least one of the following areas: machine learning, pattern recognition, NLP, data mining, or computer vision. Experience in the recommendation, search, advertising, or other related projects. Published papers in the top AI conferences or journals is a plus, including KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL, etc.; Competition experience in machine learning, data mining, CV, NLP and others. Experience in content moderation or trust &amp; safety is a plus; Well understanding of data structures and algorithms; Great communication and teamwork skills; Passion for techniques and solving challenging problems.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-content-safety-urgent-urgenthire-worknow*-10527412?jobId=jobstreet-sg-job-10527412&sectionRank=18&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
18,"Machine Learning Engineer, e-Commerce | - #UrgentHire",TikTok,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Our TikTok team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Responsibilities: Design and apply machine learning algorithm and recommendation strategies to improve users' experience on e-commerce content, including videos and livestreams. Understand ecosystem of e-commerce content and use algorithm and strategy to make it thrive. Work with product and ops team to deliver features that drives growth of e-commerce content on TikTok. Build industry leading recommendation system; develop highly scalable classifiers and tools leveraging machine learning Qualifications Bachelor's degree in computer science or a related technical discipline, with at least 2 years of related work experience; Solid experience with data structures and algorithms; Software development experience through hands on coding in a general purpose programming language; Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas; Strong communication and teamwork skills; Passion about technologies and solving challenging problems. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-e-commerce-%7C-urgenthire-10524513?jobId=jobstreet-sg-job-10524513&sectionRank=19&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
19,Machine Learning Engineer - TikTok - Singapore #Urgent,TikTok,"Responsibilities TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Why Join Us At TikTok, our people are humble, intelligent, compassionate and creative. We create to inspire - for you, for us, and for more than 1 billion users on our platform. We lead with curiosity and aim for the highest, never shying away from taking calculated risks and embracing ambiguity as it comes. Here, the opportunities are limitless for those who dare to pursue bold ideas that exist just beyond the boundary of possibility. Join us and make impact happen with a career at TikTok. Our TikTok recommendation team is responsible for developing state-of-the-art machine learning models and strategies to improve user consumption experience, inspire creativity, build a fair and flourishing ecosystem. Build industry leading recommendation system, develop highly scalable classifiers and tools leveraging machine learning Understand product objectives and machine learning techniques, improve model and recommendation strategy Understand user behaviour and apply Machine Learning algorithms to optimise push notification and production experience Work with TikTok cross functional teams to grow TikTok in important regional markets Qualifications Bachelor's degree (or more) in computer science or a related technical discipline Solid experience with data structures or algorithms Software development experience through hands on coding in a general-purpose programming language Experience in one or more of the following areas: machine learning, recommendation systems, data mining or other related areas Strong communication and teamwork skills Passion about technologies and solving challenging problems Preferred Qualification Minimum 3 years relevant work experience from a large-scale internet business. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too.",https://www.jobstreet.com.sg/en/job/machine-learning-engineer-tiktok-singapore-urgent-10521076?jobId=jobstreet-sg-job-10521076&sectionRank=20&token=0~d6196f84-e3c3-4ed9-9418-574593b9c55a&fr=SRP%20Job%20Listing
